,Unnamed: 0,img_name,category,beauty_scores,score
11569,11569,5457152752.jpg,people,"[4, 5, 4, 4, 3]",3
4923,4923,376783854.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
2889,2889,2071195050.jpg,animals,"[3, 3, 4, 4, 3, 5]",3
788,788,4858147815.jpg,urban,"[3, 4, 3, 3, 4, 2, 2, 3, 2, 3, 2]",2
4653,4653,3580398439.jpg,urban,"[3, 3, 3, 3, 3]",2
8866,8866,6125528324.jpg,animals,"[3, 3, 3, 4, 3]",2
4328,4328,4479277174.jpg,people,"[5, 5, 5, 5, 5]",4
5019,5019,164204118.jpg,people,"[4, 5, 4, 3, 4]",3
6201,6201,2216858111.jpg,urban,"[3, 4, 3, 4, 3]",2
4696,4696,2943588993.jpg,nature,"[3, 4, 3, 4, 3]",2
5155,5155,4970805277.jpg,nature,"[3, 3, 3, 3, 3]",2
10098,10098,3362239071.jpg,urban,"[3, 3, 3, 3, 3]",2
11603,11603,658165524.jpg,nature,"[3, 3, 3, 3, 3]",2
1780,1780,4519088620.jpg,urban,"[4, 4, 3, 3, 3]",2
5608,5608,8189527210.jpg,nature,"[5, 4, 3, 4, 3]",3
2959,2959,422890211.jpg,people,"[4, 4, 4, 4, 4]",3
8674,8674,6814339211.jpg,animals,"[4, 3, 4, 3, 4]",3
13296,13296,4501887989.jpg,people,"[2, 3, 2, 3, 3, 2, 3, 2, 3, 2]",1
349,349,112909824.jpg,nature,"[3, 3, 3, 3, 4, 4, 3, 4, 3, 2]",2
6335,6335,515057693.jpg,urban,"[4, 3, 3, 3, 3]",2
10057,10057,6809846033.jpg,people,"[3, 3, 3, 3, 3]",2
3349,3349,1403965950.jpg,animals,"[2, 4, 3, 4, 4]",2
42,42,4882857425.jpg,animals,"[4, 4, 4, 4, 5]",3
801,801,5509813043.jpg,nature,"[3, 3, 3, 4, 3]",2
3529,3529,4535199055.jpg,urban,"[4, 3, 3, 4, 4, 3]",3
12385,12385,8025326076.jpg,animals,"[4, 2, 3, 3, 3, 3, 3]",2
981,981,4895522092.jpg,animals,"[4, 4, 3, 4, 4, 4, 3, 3, 4, 4]",3
3458,3458,7698858494.jpg,animals,"[3, 3, 3, 4, 4]",2
4881,4881,4771012722.jpg,animals,"[3, 4, 4, 4, 4, 3]",3
11226,11226,6298202026.jpg,people,"[4, 3, 3, 4, 4]",3
12831,12831,5967845084.jpg,people,"[5, 3, 3, 3, 3]",2
6648,6648,3071445612.jpg,urban,"[3, 3, 3, 3, 3]",2
4794,4794,7355138988.jpg,animals,"[5, 5, 5, 4, 4]",4
12457,12457,8039179792.jpg,nature,"[5, 4, 3, 4, 4]",3
6349,6349,5842993782.jpg,animals,"[4, 4, 3, 4, 4]",3
6620,6620,7331419728.jpg,nature,"[3, 4, 4, 4, 5]",3
8113,8113,2555916769.jpg,people,"[4, 4, 3, 4, 3]",3
916,916,7167478509.jpg,nature,"[4, 3, 4, 3, 4]",3
1616,1616,3721076773.jpg,urban,"[3, 3, 3, 5, 3]",2
10931,10931,4365863101.jpg,nature,"[3, 4, 3, 3, 3]",2
12711,12711,9283527.jpg,nature,"[2, 3, 2, 3, 3]",2
2146,2146,7183819291.jpg,people,"[4, 3, 3, 4, 4]",3
1833,1833,534806920.jpg,people,"[4, 5, 3, 4, 4]",3
8332,8332,5481438688.jpg,urban,"[3, 3, 3, 3, 2]",2
4829,4829,7004325451.jpg,people,"[3, 4, 3, 4, 3]",2
9063,9063,6086152408.jpg,animals,"[3, 3, 3, 4, 3]",2
6148,6148,5707247521.jpg,nature,"[4, 2, 4, 4, 4]",3
5514,5514,4407677792.jpg,nature,"[2, 2, 2, 2, 1]",1
8793,8793,3837358024.jpg,people,"[3, 4, 4, 4, 3]",3
11180,11180,3753038139.jpg,nature,"[3, 3, 4, 4, 3]",2
782,782,3854794537.jpg,animals,"[4, 3, 4, 3, 4]",3
9316,9316,7285598858.jpg,people,"[4, 4, 3, 3, 3]",2
6373,6373,6302942723.jpg,urban,"[3, 4, 4, 3, 4, 5]",3
10472,10472,2927567981.jpg,animals,"[1, 2, 2, 1, 2]",1
8201,8201,1473452964.jpg,urban,"[4, 4, 3, 3, 3]",2
2401,2401,6118823559.jpg,people,"[3, 4, 3, 3, 3]",2
10940,10940,6883758502.jpg,nature,"[2, 3, 2, 3, 3]",2
4205,4205,393677112.jpg,urban,"[4, 4, 4, 4, 4, 3, 4, 3, 3, 4]",3
2152,2152,6301355982.jpg,urban,"[3, 3, 3, 3, 3]",2
7305,7305,5406120849.jpg,urban,"[4, 4, 3, 4, 4]",3
2947,2947,3682263292.jpg,people,"[3, 4, 4, 3, 4]",3
12225,12225,6577490595.jpg,urban,"[4, 4, 3, 5, 5]",3
7769,7769,5036135059.jpg,people,"[3, 3, 3, 3, 3]",2
10279,10279,8475706265.jpg,nature,"[4, 4, 3, 4, 4, 3, 3, 3, 3, 3]",2
7399,7399,6413069575.jpg,nature,"[3, 4, 4, 3, 4]",3
11440,11440,5600915624.jpg,people,"[4, 4, 3, 3, 3]",2
7433,7433,8044073321.jpg,nature,"[3, 4, 3, 3, 3]",2
8229,8229,6979225459.jpg,urban,"[4, 4, 4, 4, 4]",3
3023,3023,307770882.jpg,urban,"[4, 3, 3, 3, 3]",2
3541,3541,1591200303.jpg,nature,"[3, 3, 4, 4, 4]",3
3279,3279,530347186.jpg,people,"[4, 3, 3, 3, 3, 2, 4, 3, 4, 3]",2
12929,12929,5623891746.jpg,animals,"[3, 4, 5, 4, 4]",3
7702,7702,5280876759.jpg,urban,"[4, 5, 5, 4, 4]",3
11503,11503,5968272677.jpg,animals,"[3, 3, 4, 4, 5]",3
2804,2804,8105836214.jpg,nature,"[3, 4, 3, 3, 3, 4, 4, 3, 4, 4]",3
2211,2211,4581838783.jpg,urban,"[4, 4, 4, 4, 4]",3
8910,8910,3437459812.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6850,6850,7438869768.jpg,urban,"[3, 3, 3, 5, 5]",3
9966,9966,7052919651.jpg,urban,"[3, 3, 2, 2, 3, 3]",2
3133,3133,2085940073.jpg,people,"[3, 4, 4, 3, 3]",2
5156,5156,6295581934.jpg,nature,"[4, 4, 3, 3, 3]",2
8085,8085,3223494895.jpg,animals,"[2, 3, 2, 3, 3]",2
5689,5689,2444866251.jpg,animals,"[4, 3, 4, 3, 3]",2
2107,2107,2903408382.jpg,nature,"[5, 4, 4, 4, 4, 4, 3, 5, 4, 4]",3
8745,8745,2647357079.jpg,nature,"[3, 3, 3, 3, 2]",2
10275,10275,3165000349.jpg,people,"[3, 2, 3, 3, 2]",2
3973,3973,2369826693.jpg,urban,"[4, 4, 4, 3, 4]",3
4394,4394,6994232706.jpg,nature,"[4, 4, 3, 4, 4]",3
3034,3034,500107801.jpg,animals,"[4, 3, 5, 3, 3]",3
12748,12748,46830525.jpg,animals,"[4, 4, 4, 3, 3]",3
3286,3286,488480219.jpg,animals,"[3, 3, 4, 2, 3, 3, 3, 3, 3, 3]",2
2367,2367,8428404328.jpg,urban,"[4, 4, 3, 4, 3]",3
11173,11173,4161320816.jpg,people,"[2, 2, 2, 3, 2]",1
12561,12561,5700999747.jpg,animals,"[3, 4, 5, 5, 4]",3
440,440,8109813002.jpg,nature,"[3, 4, 5, 4, 4]",3
11450,11450,4740527148.jpg,animals,"[4, 4, 2, 4, 3]",2
6050,6050,6291272369.jpg,nature,"[3, 4, 3, 3, 4]",2
12150,12150,2751237108.jpg,nature,"[3, 3, 3, 3, 3, 3, 4, 4, 3, 3]",2
8481,8481,5347476710.jpg,people,"[3, 4, 3, 3, 2]",2
8925,8925,8246598188.jpg,people,"[2, 2, 3, 4, 4]",2
1224,1224,3618225565.jpg,nature,"[3, 3, 3, 3, 2]",2
7334,7334,244219219.jpg,animals,"[3, 2, 2, 2, 2]",1
2592,2592,8121385119.jpg,animals,"[3, 5, 4, 5, 4, 3]",3
3247,3247,4800353427.jpg,urban,"[3, 3, 1, 3, 4]",2
7501,7501,6769640439.jpg,people,"[4, 3, 3, 3, 2]",2
10643,10643,7160418043.jpg,animals,"[4, 4, 3, 4, 3]",3
9356,9356,6786937338.jpg,animals,"[4, 4, 3, 4, 4, 4]",3
8520,8520,5948694468.jpg,nature,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
2691,2691,6188597181.jpg,urban,"[4, 4, 3, 3, 3, 4, 3, 3, 4, 4]",3
4132,4132,8388688977.jpg,urban,"[3, 3, 3, 3, 3]",2
13194,13194,3101136379.jpg,nature,"[3, 2, 3, 3, 3]",2
5023,5023,4873268766.jpg,nature,"[3, 3, 3, 3, 3]",2
2249,2249,8036285431.jpg,urban,"[3, 3, 3, 3, 3]",2
2552,2552,7173302116.jpg,people,"[2, 4, 2, 2, 2]",1
10651,10651,64835354.jpg,nature,"[3, 3, 3, 3, 3]",2
9780,9780,2995537768.jpg,urban,"[2, 3, 3, 3, 3]",2
13100,13100,5662282760.jpg,urban,"[3, 3, 3, 3, 3]",2
3649,3649,5922090690.jpg,animals,"[4, 3, 4, 4, 3, 4, 4, 3, 4, 4]",3
8014,8014,4142657255.jpg,nature,"[3, 2, 2, 2, 2]",1
8962,8962,5275205448.jpg,urban,"[3, 3, 3, 3, 3]",2
5657,5657,8163582455.jpg,nature,"[3, 3, 3, 3, 3]",2
5992,5992,5198580431.jpg,animals,"[3, 4, 3, 3, 3]",2
12224,12224,7717193762.jpg,animals,"[3, 4, 5, 4, 5]",3
1360,1360,4139178000.jpg,nature,"[3, 4, 4, 4, 5]",3
3196,3196,5003450146.jpg,people,"[3, 3, 3, 3, 3]",2
2037,2037,3707618735.jpg,animals,"[4, 4, 4, 3, 4, 4]",3
486,486,645634360.jpg,nature,"[5, 4, 5, 4, 4]",3
9008,9008,2333847657.jpg,nature,"[4, 3, 4, 4, 4, 4, 5, 3, 4, 5]",3
783,783,4631763042.jpg,nature,"[4, 4, 3, 3, 3]",2
6742,6742,2255790570.jpg,urban,"[3, 4, 4, 4, 4]",3
5809,5809,5486512958.jpg,nature,"[3, 4, 3, 3, 4]",2
10438,10438,7907116048.jpg,urban,"[3, 2, 3, 3, 3]",2
3238,3238,2299935339.jpg,nature,"[3, 3, 3, 2, 3]",2
5282,5282,6842215248.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
7412,7412,3209667037.jpg,people,"[4, 4, 3, 3, 3]",2
9741,9741,4458804891.jpg,animals,"[3, 4, 3, 4, 3]",2
12860,12860,224830165.jpg,animals,"[4, 4, 3, 4, 3]",3
13546,13546,7618348298.jpg,urban,"[3, 3, 3, 2, 3]",2
8122,8122,2957442267.jpg,animals,"[4, 4, 4, 3, 4, 2, 4, 4, 3, 4, 3]",3
6798,6798,4053722672.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
12318,12318,4140148177.jpg,nature,"[3, 4, 3, 2, 3, 3, 3, 4, 2, 3, 4]",2
1915,1915,4230109888.jpg,nature,"[3, 3, 4, 2, 3]",2
8494,8494,6809851359.jpg,people,"[3, 4, 3, 4, 3]",2
11359,11359,2906341548.jpg,animals,"[3, 2, 2, 2, 2]",1
3464,3464,3970315112.jpg,animals,"[4, 4, 5, 4, 5]",3
2138,2138,2679121859.jpg,nature,"[3, 3, 3, 3, 3]",2
10720,10720,152323630.jpg,nature,"[3, 3, 2, 3, 5]",2
7159,7159,8382797822.jpg,animals,"[4, 4, 5, 5, 5]",4
742,742,6948143390.jpg,nature,"[3, 3, 3, 3, 3]",2
6874,6874,5672378510.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 2, 3, 3]",2
5035,5035,5836879431.jpg,people,"[1, 1, 1, 2, 1]",0
10654,10654,2241239787.jpg,nature,"[2, 3, 3, 2, 3]",2
8860,8860,7728300972.jpg,people,"[4, 4, 4, 4, 4]",3
12547,12547,7965199358.jpg,nature,"[3, 5, 3, 4, 4, 3, 4, 5, 2, 4, 4, 4, 4, 4, 3]",3
3442,3442,1338284851.jpg,urban,"[5, 4, 3, 5, 5]",3
11433,11433,3563699978.jpg,nature,"[3, 3, 3, 3, 3]",2
2847,2847,4199370749.jpg,nature,"[3, 3, 3, 3, 3]",2
5835,5835,5184668935.jpg,people,"[3, 4, 4, 3, 3]",2
5828,5828,4824837977.jpg,nature,"[4, 3, 5, 4, 3]",3
8295,8295,3712775787.jpg,people,"[3, 4, 4, 5, 4]",3
5767,5767,3331853807.jpg,people,"[3, 3, 3, 4, 3]",2
5733,5733,3653183069.jpg,animals,"[3, 3, 3, 4, 4, 4]",3
5562,5562,8265793617.jpg,people,"[4, 3, 3, 3, 3]",2
6084,6084,8137054721.jpg,animals,"[4, 4, 3, 4, 4]",3
5271,5271,2812955422.jpg,people,"[3, 3, 3, 3, 3]",2
1834,1834,212646287.jpg,nature,"[3, 3, 3, 4, 3]",2
8602,8602,5705795732.jpg,nature,"[3, 3, 3, 4, 3]",2
7966,7966,7796410894.jpg,animals,"[5, 4, 3, 3, 5, 4, 4, 5, 4, 3, 4]",3
11403,11403,5758041863.jpg,nature,"[3, 3, 2, 2, 3]",2
13419,13419,5687043121.jpg,nature,"[4, 3, 4, 4, 4]",3
4716,4716,1362662457.jpg,animals,"[3, 3, 3, 3, 3]",2
4747,4747,4980748849.jpg,animals,"[2, 4, 3, 3, 3]",2
8631,8631,6948042768.jpg,animals,"[3, 3, 4, 3, 3]",2
4695,4695,2811564237.jpg,urban,"[3, 2, 3, 3, 3]",2
8557,8557,7173720644.jpg,urban,"[3, 5, 4, 4, 5, 4, 3, 4, 4, 5]",3
3003,3003,7498508056.jpg,urban,"[3, 3, 5, 3, 4]",3
23,23,7984621328.jpg,urban,"[5, 3, 3, 4, 4]",3
9801,9801,3290154149.jpg,nature,"[2, 3, 4, 3, 4]",2
3524,3524,5858436260.jpg,animals,"[4, 5, 4, 4, 5]",3
9944,9944,8278702045.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
8061,8061,4703951701.jpg,nature,"[3, 3, 4, 3, 3]",2
8184,8184,4718489821.jpg,people,"[4, 4, 3, 3, 4, 3, 3, 3, 3, 3]",2
1309,1309,6619351825.jpg,animals,"[3, 4, 3, 3, 3]",2
7457,7457,7459480090.jpg,people,"[3, 3, 3, 3, 3]",2
12007,12007,411041912.jpg,nature,"[4, 3, 3, 3, 3]",2
3475,3475,5226290116.jpg,people,"[4, 4, 4, 5, 4, 4, 4, 5, 5, 4]",3
789,789,8103894701.jpg,nature,"[3, 4, 4, 4, 3, 4, 4, 4, 4, 4]",3
10782,10782,357576990.jpg,people,"[5, 3, 3, 3, 4]",3
10801,10801,8374646180.jpg,nature,"[4, 4, 3, 3, 4]",3
3284,3284,4176623560.jpg,nature,"[3, 3, 3, 3, 3]",2
9019,9019,2663625915.jpg,urban,"[4, 5, 4, 5, 4]",3
2514,2514,4285347909.jpg,nature,"[3, 4, 3, 3, 4]",2
4385,4385,5726103144.jpg,urban,"[3, 3, 3, 3, 2]",2
12567,12567,5960562059.jpg,nature,"[2, 3, 3, 2, 2]",1
7653,7653,4110991071.jpg,nature,"[4, 3, 4, 3, 4, 3, 4, 4, 3, 3, 3, 5, 4, 4, 4]",3
8349,8349,7004045097.jpg,nature,"[3, 3, 4, 4, 3]",2
12972,12972,228511027.jpg,animals,"[5, 3, 4, 3, 3]",3
11183,11183,5929954616.jpg,animals,"[4, 3, 3, 3, 3]",2
8019,8019,7903902160.jpg,animals,"[4, 3, 4, 2, 3]",2
3688,3688,3683180287.jpg,nature,"[3, 3, 3, 3, 3]",2
1395,1395,3866298829.jpg,nature,"[4, 3, 4, 3, 4, 4, 3, 4, 4, 3]",3
4614,4614,415797652.jpg,animals,"[3, 3, 3, 3, 3]",2
4420,4420,6200944613.jpg,urban,"[3, 3, 3, 3, 2, 3, 3, 2, 3, 3]",2
13507,13507,4027476767.jpg,nature,"[3, 3, 4, 3, 2]",2
4999,4999,5324426628.jpg,people,"[4, 4, 4, 4, 4]",3
6760,6760,125035998.jpg,nature,"[2, 2, 2, 2, 3]",1
4480,4480,5053337028.jpg,nature,"[3, 4, 3, 3, 4]",2
6157,6157,3936587605.jpg,nature,"[3, 3, 2, 3, 5]",2
5257,5257,2671554463.jpg,urban,"[3, 3, 3, 3, 3]",2
4746,4746,6474212341.jpg,animals,"[3, 3, 4, 3, 3, 3]",2
5814,5814,1333645396.jpg,animals,"[3, 4, 3, 3, 3]",2
7831,7831,4891704511.jpg,animals,"[3, 3, 4, 3, 3]",2
3301,3301,348164544.jpg,nature,"[3, 3, 3, 2, 3]",2
11605,11605,255802565.jpg,animals,"[4, 4, 4, 4, 3]",3
13167,13167,1887708468.jpg,nature,"[4, 4, 3, 4, 4]",3
12508,12508,2150163748.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",2
11295,11295,6228536688.jpg,nature,"[3, 3, 3, 3, 3]",2
712,712,7995069418.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
4279,4279,1118000954.jpg,animals,"[5, 4, 4, 4, 4, 4]",3
8897,8897,424650010.jpg,people,"[2, 2, 2, 2, 2]",1
7722,7722,8091631843.jpg,nature,"[3, 3, 3, 3, 4]",2
12467,12467,6294287380.jpg,people,"[3, 3, 2, 3, 3]",2
1822,1822,3349631542.jpg,nature,"[3, 2, 2, 3, 2]",1
8534,8534,5030566330.jpg,nature,"[3, 3, 3, 3, 4]",2
8863,8863,3479678216.jpg,nature,"[3, 3, 3, 3, 4]",2
6608,6608,213930656.jpg,animals,"[4, 3, 4, 3, 3]",2
11898,11898,7105868525.jpg,urban,"[5, 4, 5, 5, 4]",4
11413,11413,8382963216.jpg,nature,"[3, 4, 3, 3, 4]",2
7627,7627,3729840147.jpg,urban,"[3, 3, 3, 3, 3]",2
1977,1977,572909293.jpg,animals,"[5, 3, 3, 1, 2, 2]",2
10799,10799,3995293020.jpg,people,"[4, 4, 4, 3, 4, 3, 3, 4, 5, 3]",3
3264,3264,5162650607.jpg,animals,"[3, 3, 3, 3, 3]",2
11959,11959,2145571402.jpg,nature,"[3, 3, 3, 3, 3]",2
252,252,8430862389.jpg,animals,"[4, 5, 5, 5, 5]",4
7317,7317,6356892845.jpg,nature,"[3, 3, 3, 3, 4]",2
2098,2098,5253490327.jpg,people,"[3, 3, 3, 2, 3]",2
9157,9157,2735666555.jpg,nature,"[4, 4, 4, 4, 4, 3, 3, 2, 3, 4]",3
12072,12072,2211450153.jpg,urban,"[4, 4, 3, 3, 4]",3
3671,3671,5625307637.jpg,animals,"[2, 2, 2, 2, 2]",1
6315,6315,2205426259.jpg,nature,"[3, 5, 4, 2, 5, 5, 5, 4, 4, 5]",3
9848,9848,5900590876.jpg,animals,"[4, 3, 5, 5, 3]",3
4416,4416,226826779.jpg,animals,"[3, 3, 3, 3, 4]",2
12795,12795,3521684423.jpg,animals,"[4, 4, 4, 4, 5]",3
7508,7508,7465224372.jpg,people,"[4, 3, 4, 3, 3]",2
4870,4870,3923633812.jpg,nature,"[3, 3, 3, 2, 2]",2
7502,7502,253605716.jpg,animals,"[4, 4, 3, 3, 2, 3, 4]",2
5321,5321,2924595714.jpg,animals,"[4, 3, 4, 4, 2]",2
5743,5743,3459338156.jpg,animals,"[4, 3, 3, 5, 4]",3
10771,10771,4728968861.jpg,animals,"[5, 5, 5, 4, 4]",4
7615,7615,4018905906.jpg,nature,"[4, 3, 4, 5, 4, 3, 3, 3, 4, 3]",3
9750,9750,5935519075.jpg,animals,"[4, 4, 3, 4, 4, 3]",3
11196,11196,5158194311.jpg,animals,"[4, 3, 3, 3, 3, 2, 3, 3, 2, 4]",2
7044,7044,2254393906.jpg,nature,"[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]",2
7267,7267,1402520713.jpg,urban,"[3, 3, 3, 3, 3]",2
13492,13492,5510705355.jpg,nature,"[3, 3, 3, 3, 3]",2
7019,7019,5937374994.jpg,people,"[3, 3, 3, 3, 2]",2
8563,8563,7433386050.jpg,urban,"[4, 4, 3, 4, 3]",3
6572,6572,8191924222.jpg,animals,"[4, 4, 3, 5, 4]",3
56,56,4735877722.jpg,urban,"[3, 3, 2, 4, 3]",2
3412,3412,2582763619.jpg,nature,"[3, 3, 3, 3, 3]",2
4608,4608,4138551353.jpg,urban,"[3, 3, 3, 3, 3]",2
2855,2855,4578152715.jpg,nature,"[3, 3, 3, 3, 3]",2
12360,12360,788771324.jpg,nature,"[4, 4, 3, 3, 3, 4, 4, 3, 4, 3]",3
2986,2986,6980539746.jpg,nature,"[3, 3, 3, 3, 2]",2
8362,8362,6621982029.jpg,people,"[3, 3, 3, 3, 3]",2
9117,9117,3672000149.jpg,urban,"[3, 3, 3, 3, 3]",2
9016,9016,5986138294.jpg,animals,"[4, 4, 5, 5, 4]",3
12731,12731,5934827487.jpg,animals,"[4, 2, 2, 3, 3]",2
10695,10695,5056690774.jpg,animals,"[3, 3, 4, 3, 3]",2
7272,7272,8056285496.jpg,people,"[2, 1, 2, 2, 5]",1
7752,7752,2232511680.jpg,nature,"[3, 3, 3, 3, 3]",2
2188,2188,5563232811.jpg,urban,"[3, 3, 3, 3, 3]",2
5358,5358,5871012189.jpg,urban,"[2, 2, 2, 2, 2]",1
4049,4049,54070942.jpg,nature,"[4, 3, 2, 4, 4]",2
10067,10067,4436045174.jpg,nature,"[3, 3, 4, 4, 3]",2
5436,5436,5764673007.jpg,nature,"[3, 5, 3, 3, 3]",2
6693,6693,753306221.jpg,urban,"[3, 3, 2, 3, 3, 3, 3, 4, 3, 3]",2
7968,7968,6351119272.jpg,nature,"[3, 3, 3, 3, 3]",2
3544,3544,1418849180.jpg,animals,"[3, 3, 4, 3, 3, 3, 3]",2
519,519,502587682.jpg,nature,"[3, 3, 3, 4, 3]",2
6378,6378,831070923.jpg,animals,"[3, 3, 3, 3, 4]",2
9459,9459,55271211.jpg,urban,"[2, 4, 3, 4, 2]",2
6750,6750,6982646319.jpg,people,"[3, 3, 4, 3, 3]",2
5863,5863,2874469588.jpg,animals,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]",2
227,227,4146974494.jpg,urban,"[4, 5, 3, 5, 4]",3
8149,8149,2429336154.jpg,nature,"[3, 3, 3, 3, 4]",2
5605,5605,4330253286.jpg,urban,"[2, 2, 2, 2, 2, 2]",1
6756,6756,7592204830.jpg,nature,"[3, 3, 2, 3, 2]",2
6321,6321,2789580844.jpg,animals,"[5, 4, 4, 5, 4, 3]",3
12683,12683,4510538214.jpg,nature,"[2, 3, 3, 3, 3]",2
9182,9182,6301702178.jpg,people,"[3, 3, 3, 3, 4]",2
1699,1699,7853730710.jpg,animals,"[4, 3, 4, 4, 4]",3
13499,13499,2704282734.jpg,nature,"[4, 3, 3, 3, 4]",2
11786,11786,2482133414.jpg,people,"[2, 2, 2, 2, 2]",1
1877,1877,3828927983.jpg,urban,"[4, 4, 3, 4, 4, 4, 4, 3, 3, 3]",3
513,513,252924842.jpg,animals,"[3, 4, 4, 5, 4]",3
12575,12575,3116951494.jpg,urban,"[3, 4, 3, 4, 3, 3, 4, 4, 4, 4]",3
11320,11320,2662952784.jpg,urban,"[3, 3, 3, 4, 3]",2
11545,11545,2367820768.jpg,animals,"[3, 3, 4, 2, 3]",2
7087,7087,3766217617.jpg,urban,"[3, 3, 4, 3, 2, 3]",2
5912,5912,3742605481.jpg,people,"[3, 4, 4, 4, 2]",2
9478,9478,79251602.jpg,people,"[3, 2, 2, 3, 2]",1
5306,5306,4148180242.jpg,people,"[3, 3, 3, 3, 3]",2
13233,13233,2199048620.jpg,nature,"[2, 2, 2, 2, 2]",1
7153,7153,3057029135.jpg,animals,"[3, 2, 4, 3, 3, 4, 4, 3, 3, 3]",2
2916,2916,2791527197.jpg,nature,"[4, 3, 3, 5, 5]",3
480,480,5484672276.jpg,nature,"[4, 4, 4, 3, 3]",3
5292,5292,547168817.jpg,animals,"[3, 3, 4, 3, 3]",2
13447,13447,5517815807.jpg,nature,"[3, 2, 3, 2, 3]",2
2577,2577,1356795318.jpg,animals,"[3, 3, 3, 3, 3, 3]",2
9417,9417,8253390585.jpg,nature,"[4, 3, 3, 3, 5]",3
12303,12303,100243027.jpg,urban,"[3, 2, 2, 5, 2]",2
7050,7050,6907765056.jpg,people,"[3, 3, 3, 3, 2]",2
10192,10192,6359005589.jpg,animals,"[3, 4, 3, 4, 4]",3
5963,5963,8098706202.jpg,animals,"[3, 3, 3, 3, 3]",2
13521,13521,8236717883.jpg,urban,"[3, 4, 4, 4, 4]",3
1596,1596,4067336886.jpg,animals,"[5, 4, 3, 4, 3]",3
11262,11262,6119834470.jpg,people,"[3, 4, 3, 3, 3]",2
3896,3896,7934644002.jpg,nature,"[3, 3, 3, 1, 3]",2
9584,9584,6309623660.jpg,people,"[4, 4, 4, 4, 4]",3
1349,1349,4163720404.jpg,urban,"[3, 3, 2, 2, 3, 3, 2, 3, 2, 2]",1
13030,13030,7220016324.jpg,urban,"[4, 4, 3, 4, 3]",3
6554,6554,5016699386.jpg,urban,"[3, 3, 2, 3, 3, 3]",2
3777,3777,6959318403.jpg,animals,"[1, 1, 2, 3, 1]",1
10050,10050,8148576103.jpg,animals,"[4, 4, 4, 5, 3, 4]",3
8166,8166,8117829035.jpg,nature,"[3, 3, 4, 3, 4]",2
13334,13334,7058741151.jpg,animals,"[4, 4, 3, 3, 4]",3
7912,7912,237439937.jpg,nature,"[2, 3, 3, 3, 3]",2
9545,9545,3243990733.jpg,animals,"[2, 3, 3, 3, 3]",2
12504,12504,1731206771.jpg,nature,"[3, 3, 3, 3, 3]",2
9846,9846,7125859627.jpg,nature,"[3, 3, 4, 4, 3]",2
11085,11085,4338318506.jpg,animals,"[3, 3, 4, 3, 3]",2
2762,2762,7981321418.jpg,animals,"[4, 3, 4, 3, 4]",3
13347,13347,5418202598.jpg,urban,"[4, 4, 2, 4, 4, 4, 3, 4, 3, 4]",3
11063,11063,8443317933.jpg,urban,"[2, 2, 4, 3, 3]",2
3685,3685,5676626808.jpg,nature,"[3, 3, 3, 3, 3]",2
3602,3602,8421056188.jpg,nature,"[3, 3, 3, 3, 3]",2
7541,7541,5861255489.jpg,animals,"[4, 4, 3, 3, 4]",3
9466,9466,6459388839.jpg,people,"[3, 3, 4, 3, 3]",2
1446,1446,6297771244.jpg,nature,"[3, 3, 4, 3, 4]",2
10477,10477,5141195824.jpg,animals,"[3, 4, 5, 4, 3]",3
1020,1020,8193620393.jpg,urban,"[2, 3, 4, 3, 3]",2
705,705,5947532257.jpg,people,"[3, 3, 3, 3, 3]",2
6302,6302,213794708.jpg,nature,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",2
1866,1866,339655431.jpg,nature,"[3, 3, 3, 4, 3]",2
7937,7937,5567365890.jpg,people,"[4, 4, 4, 4, 4]",3
9810,9810,1089567053.jpg,animals,"[3, 4, 4, 3, 3, 4]",3
7976,7976,3833003547.jpg,urban,"[3, 3, 3, 3, 3]",2
10631,10631,5352866440.jpg,urban,"[4, 4, 5, 4, 5]",3
2574,2574,6801803109.jpg,animals,"[3, 4, 3, 4, 4, 4, 3]",3
10973,10973,2552726018.jpg,nature,"[3, 3, 4, 3, 3]",2
2956,2956,5515879883.jpg,urban,"[3, 3, 3, 3, 3, 3, 3, 4, 4, 3]",2
3742,3742,4424955.jpg,nature,"[3, 3, 3, 3, 3]",2
3914,3914,7618626884.jpg,urban,"[4, 4, 4, 3, 4]",3
10963,10963,8034865096.jpg,animals,"[5, 4, 5, 5, 5]",4
1419,1419,8010713282.jpg,urban,"[5, 4, 4, 4, 4]",3
1103,1103,7937749894.jpg,people,"[4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 3]",2
