,img_name,category,beauty_scores,score
6407,8131458794.jpg,nature,"[4, 3, 2, 2, 4]",2
6408,5967681439.jpg,nature,"[5, 4, 4, 4, 5, 5, 4, 5, 4, 5]",3
6409,8002182887.jpg,nature,"[3, 3, 3, 3, 4]",2
6410,6282468581.jpg,nature,"[4, 3, 3, 3, 4]",2
6411,6654553471.jpg,urban,"[3, 4, 5, 4, 5]",3
6412,335338214.jpg,urban,"[4, 4, 4, 4, 5]",3
6413,1970313063.jpg,animals,"[3, 4, 3, 3, 3]",2
6414,5545950849.jpg,nature,"[3, 3, 4, 3, 3]",2
6415,2894380782.jpg,people,"[1, 2, 2, 1, 1]",0
6416,7521699730.jpg,nature,"[4, 4, 4, 3, 3, 2, 4, 5, 3, 2]",2
6417,3485488681.jpg,animals,"[4, 4, 3, 3, 3]",2
6418,4122637413.jpg,people,"[4, 4, 3, 4, 3]",3
6419,3624382985.jpg,animals,"[3, 4, 4, 3, 3, 4]",3
6420,3315949043.jpg,people,"[3, 3, 3, 3, 2]",2
6421,3728114240.jpg,nature,"[3, 3, 3, 4, 4]",2
6422,1379175248.jpg,nature,"[2, 2, 3, 5, 3]",2
6423,5191186129.jpg,urban,"[5, 4, 5, 4, 5, 5, 5, 5, 4, 5]",4
6424,6207294794.jpg,animals,"[4, 4, 4, 3, 4]",3
6425,8148923263.jpg,nature,"[2, 3, 3, 4, 4]",2
6426,6978641013.jpg,people,"[2, 3, 3, 3, 3]",2
6427,7304249454.jpg,animals,"[4, 4, 5, 4, 4]",3
6428,1245492578.jpg,animals,"[3, 4, 4, 4, 3]",3
6429,4254502702.jpg,people,"[3, 3, 2, 3, 2]",2
6430,6313226955.jpg,nature,"[2, 3, 2, 4, 4]",2
6431,4731589864.jpg,urban,"[3, 3, 3, 3, 4]",2
6432,7261049434.jpg,urban,"[3, 3, 3, 4, 3]",2
6433,3509479729.jpg,nature,"[3, 3, 2, 3, 3]",2
6434,4823582956.jpg,animals,"[4, 3, 4, 4, 4]",3
6435,5598187135.jpg,animals,"[4, 4, 3, 4, 4]",3
6436,6935212740.jpg,animals,"[5, 5, 5, 4, 4]",4
6437,5031071062.jpg,animals,"[3, 2, 4, 2, 4]",2
6438,3121001140.jpg,urban,"[3, 3, 2, 3, 3]",2
6439,5327580280.jpg,animals,"[4, 3, 4, 3, 4]",3
6440,940910244.jpg,nature,"[2, 3, 3, 4, 3]",2
6441,7883763390.jpg,people,"[3, 3, 3, 3, 3]",2
6442,65183944.jpg,urban,"[4, 4, 4, 4, 4]",3
6443,1394362374.jpg,urban,"[3, 3, 3, 3, 3]",2
6444,4937797897.jpg,nature,"[3, 3, 3, 3, 2]",2
6445,3884839824.jpg,nature,"[3, 3, 3, 3, 3]",2
6446,3076890775.jpg,animals,"[3, 4, 3, 4, 4]",3
6447,3223388291.jpg,animals,"[3, 3, 3, 2, 3]",2
6448,2393212349.jpg,people,"[4, 4, 4, 4, 4, 3, 2, 4, 4, 4]",3
6449,5254154503.jpg,nature,"[3, 4, 3, 3, 3]",2
6450,6575190989.jpg,people,"[5, 5, 5, 5, 4, 4, 5, 4, 4, 4]",3
6451,4652977910.jpg,nature,"[3, 3, 4, 3, 4, 3, 3, 3, 4, 4]",2
6452,5069231591.jpg,people,"[3, 3, 3, 2, 3]",2
6453,7329622944.jpg,people,"[2, 3, 4, 4, 2]",2
6454,2940761457.jpg,nature,"[3, 3, 3, 4, 3]",2
6455,1616127569.jpg,animals,"[3, 3, 2, 2, 3, 3]",2
6456,3817884157.jpg,nature,"[4, 5, 4, 3, 4]",3
6457,3413487278.jpg,nature,"[4, 4, 3, 4, 3]",3
6458,14951264.jpg,animals,"[3, 3, 3, 3, 3]",2
6459,7487369660.jpg,animals,"[4, 3, 4, 4, 5]",3
6460,2110219415.jpg,animals,"[3, 3, 2, 3, 3, 3, 3, 3]",2
6461,4994108404.jpg,people,"[3, 3, 3, 3, 4]",2
6462,5889871027.jpg,people,"[5, 4, 3, 3, 3, 3, 4, 5, 3, 4]",3
6463,4162423669.jpg,nature,"[3, 3, 3, 3, 3]",2
6464,6871548797.jpg,animals,"[4, 3, 4, 4, 4, 4]",3
6465,8200714781.jpg,urban,"[2, 3, 4, 3, 3]",2
6466,6277381121.jpg,animals,"[3, 4, 4, 4, 5]",3
6467,8158031905.jpg,animals,"[3, 3, 3, 5, 4, 3, 3, 3, 3, 3]",2
6468,4793552195.jpg,animals,"[4, 3, 4, 4, 3]",3
6469,2305933277.jpg,urban,"[4, 3, 5, 3, 3]",3
6470,6265879733.jpg,people,"[2, 3, 4, 4, 3]",2
6471,3435258688.jpg,nature,"[4, 3, 3, 3, 3]",2
6472,6608317311.jpg,people,"[3, 3, 3, 3, 2]",2
6473,7126158475.jpg,animals,"[3, 4, 4, 3, 5, 4, 3, 4, 5, 4, 4, 4]",3
6474,5600472034.jpg,nature,"[4, 3, 3, 3, 3]",2
6475,3884272772.jpg,nature,"[4, 3, 2, 3, 4, 3, 4, 3, 3, 3, 3, 3]",2
6476,2995519488.jpg,nature,"[3, 3, 3, 3, 3]",2
6477,2865294856.jpg,urban,"[4, 4, 3, 4, 3]",3
6478,2883054464.jpg,nature,"[3, 3, 4, 3, 3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4]",2
6479,4275629157.jpg,urban,"[3, 3, 3, 3, 3]",2
6480,3288026812.jpg,nature,"[5, 4, 4, 3, 4]",3
6481,10010910.jpg,urban,"[3, 3, 2, 3, 4]",2
6482,8119431879.jpg,nature,"[4, 3, 3, 3, 3]",2
6483,5855206464.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
6484,1537092576.jpg,nature,"[2, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3]",2
6485,3188569504.jpg,animals,"[4, 4, 3, 3, 3, 3]",2
6486,5253744899.jpg,nature,"[3, 3, 3, 3, 3]",2
6487,6290286304.jpg,people,"[4, 4, 4, 4, 4]",3
6488,5632371671.jpg,nature,"[4, 5, 4, 4, 4]",3
6489,4604615320.jpg,urban,"[3, 4, 4, 2, 3]",2
6490,6297678022.jpg,nature,"[4, 3, 5, 4, 3, 4, 5, 4, 3, 4]",3
6491,8482497745.jpg,people,"[5, 4, 4, 4, 4]",3
6492,3649711908.jpg,people,"[4, 4, 4, 3, 4]",3
6493,1701378699.jpg,people,"[3, 4, 4, 2, 2]",2
6494,5423715824.jpg,nature,"[3, 3, 3, 3, 3]",2
6495,4035559535.jpg,animals,"[4, 3, 3, 3, 2]",2
6496,6315098479.jpg,nature,"[4, 3, 4, 3, 2, 3, 3, 3, 3, 3]",2
6497,7646803550.jpg,urban,"[3, 3, 3, 4, 3, 3]",2
6498,6874163265.jpg,urban,"[2, 4, 3, 3, 3]",2
6499,7329075646.jpg,nature,"[3, 4, 3, 3, 3]",2
6500,5816464018.jpg,nature,"[3, 4, 3, 3, 3]",2
6501,5764568623.jpg,urban,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",4
6502,8048565126.jpg,people,"[3, 3, 3, 4, 4]",2
6503,4187848159.jpg,urban,"[3, 4, 4, 4, 4, 4]",3
6504,5994510878.jpg,nature,"[3, 3, 3, 3, 3, 3]",2
6505,3948205440.jpg,nature,"[3, 3, 3, 3, 3]",2
6506,8024267093.jpg,people,"[4, 3, 3, 3, 4]",2
6507,2567644127.jpg,urban,"[3, 3, 3, 3, 4]",2
6508,2427778046.jpg,nature,"[1, 1, 3, 2, 3]",1
6509,6249796646.jpg,people,"[4, 4, 4, 4, 3]",3
6510,4536205374.jpg,nature,"[3, 4, 3, 4, 3]",2
6511,4073723628.jpg,urban,"[3, 3, 3, 3, 3]",2
6512,7393502528.jpg,people,"[4, 3, 3, 4, 4]",3
6513,3700255142.jpg,urban,"[3, 3, 3, 2, 3]",2
6514,2845886562.jpg,nature,"[3, 3, 4, 3, 4]",2
6515,3962603632.jpg,animals,"[4, 4, 2, 3, 2]",2
6516,8380840400.jpg,urban,"[4, 5, 3, 3, 3]",3
6517,3706175757.jpg,nature,"[5, 4, 5, 4, 4, 4, 3, 4, 4, 3]",3
6518,5388239121.jpg,nature,"[3, 3, 3, 3, 4, 4, 3, 4, 4, 3]",2
6519,2798885609.jpg,nature,"[4, 4, 4, 3, 3]",3
6520,2787228408.jpg,nature,"[4, 3, 4, 3, 3]",2
6521,7485372264.jpg,urban,"[3, 4, 4, 4, 4]",3
6522,7071009353.jpg,animals,"[4, 4, 4, 4, 4, 4]",3
6523,3125570005.jpg,urban,"[3, 5, 3, 3, 4]",3
6524,8043243999.jpg,animals,"[5, 4, 4, 4, 4]",3
6525,282140945.jpg,nature,"[4, 3, 3, 2, 4, 5, 4, 4, 3, 3]",3
6526,7297067492.jpg,people,"[3, 3, 4, 3, 3]",2
6527,567835707.jpg,urban,"[3, 3, 2, 3, 4]",2
6528,8415468225.jpg,nature,"[3, 4, 3, 3, 2]",2
6529,6479318387.jpg,animals,"[4, 4, 3, 3, 4, 3, 4, 4, 4, 3, 4]",3
6530,3919144378.jpg,nature,"[4, 3, 3, 3, 4, 3, 3, 3, 3, 4]",2
6531,3951827421.jpg,nature,"[2, 3, 3, 3, 2]",2
6532,334716892.jpg,nature,"[3, 3, 2, 3, 3]",2
6533,4072930819.jpg,urban,"[3, 3, 3, 3, 4, 3]",2
6534,5054959379.jpg,animals,"[4, 3, 4, 5, 5, 3]",3
6535,4577136658.jpg,animals,"[3, 4, 4, 4, 3, 4]",3
6536,5578681546.jpg,people,"[4, 4, 4, 3, 3]",3
6537,6958542883.jpg,people,"[3, 5, 3, 3, 3]",2
6538,624089951.jpg,animals,"[3, 3, 3, 4, 3]",2
6539,8035305819.jpg,nature,"[3, 4, 4, 3, 3]",2
6540,2986503606.jpg,nature,"[3, 3, 4, 4, 3, 3, 4, 4, 4, 4]",3
6541,97177377.jpg,nature,"[3, 3, 4, 4, 3, 4, 3, 3, 4, 3]",2
6542,4411852042.jpg,urban,"[3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",2
6543,5828680829.jpg,urban,"[3, 3, 5, 4, 5]",3
6544,3726733924.jpg,nature,"[3, 3, 3, 3, 3]",2
6545,5996627958.jpg,urban,"[4, 4, 5, 4, 4]",3
6546,3800237413.jpg,animals,"[4, 4, 4, 3, 4, 4, 3, 4, 5, 4]",3
6547,4223074090.jpg,animals,"[5, 4, 4, 5, 5]",4
6548,193062929.jpg,urban,"[5, 3, 3, 3, 3]",2
6549,1356198374.jpg,animals,"[5, 4, 4, 4, 4]",3
6550,6278587038.jpg,people,"[4, 4, 4, 3, 3, 3, 3, 4, 3, 3]",2
6551,1150810213.jpg,nature,"[3, 3, 3, 3, 3]",2
6552,2350435311.jpg,urban,"[3, 3, 3, 3, 3, 3, 4, 3, 3, 3]",2
6553,8197667485.jpg,nature,"[3, 3, 3, 4, 3]",2
6554,5016699386.jpg,urban,"[3, 3, 2, 3, 3, 3]",2
6555,4421730467.jpg,urban,"[3, 4, 3, 4, 3]",2
6556,6062304498.jpg,people,"[4, 3, 3, 5, 3]",3
6557,4968663726.jpg,nature,"[4, 3, 3, 3, 3]",2
6558,481283924.jpg,animals,"[2, 3, 4, 3, 4]",2
6559,5164024100.jpg,nature,"[5, 3, 3, 5, 4, 4, 4, 4, 3, 4]",3
6560,55995896.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
6561,2506877182.jpg,urban,"[3, 3, 3, 2, 3]",2
6562,5794087346.jpg,urban,"[5, 3, 4, 3, 5, 4, 3]",3
6563,7120366439.jpg,urban,"[4, 3, 4, 3, 4]",3
6564,3708313155.jpg,urban,"[3, 3, 3, 3, 3]",2
6565,7730607556.jpg,people,"[3, 3, 3, 3, 3, 3, 2, 3, 2, 3]",2
6566,465219749.jpg,people,"[4, 4, 3, 4, 3]",3
6567,2270421262.jpg,nature,"[3, 2, 4, 3, 3]",2
6568,137330323.jpg,people,"[4, 3, 4, 3, 4]",3
6569,6802477894.jpg,nature,"[3, 3, 2, 3, 3]",2
6570,5791892835.jpg,people,"[3, 3, 3, 3, 3]",2
6571,3951338965.jpg,nature,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6572,8191924222.jpg,animals,"[4, 4, 3, 5, 4]",3
6573,6093625248.jpg,animals,"[5, 4, 4, 4, 4, 5]",3
6574,5525702361.jpg,urban,"[3, 4, 4, 4, 4]",3
6575,4038396786.jpg,animals,"[3, 3, 3, 3, 3]",2
6576,5580766273.jpg,nature,"[3, 3, 3, 3, 3]",2
6577,8370361140.jpg,urban,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3]",2
6578,8452678453.jpg,urban,"[4, 3, 4, 4, 3]",3
6579,7775665142.jpg,animals,"[4, 4, 3, 4, 5, 4, 4, 4, 3, 4, 3, 4]",3
6580,6766337499.jpg,nature,"[3, 3, 3, 3, 3]",2
6581,5579740831.jpg,people,"[4, 4, 5, 4, 3, 3, 4, 3, 5, 3]",3
6582,226587515.jpg,animals,"[4, 4, 4, 5, 4, 3, 5, 5, 3, 4, 4]",3
6583,7341581360.jpg,animals,"[3, 3, 3, 3, 3]",2
6584,7283349276.jpg,nature,"[3, 3, 4, 3, 3]",2
6585,4389173188.jpg,animals,"[3, 3, 3, 3, 3]",2
6586,392314288.jpg,nature,"[3, 3, 3, 3, 3]",2
6587,7783646150.jpg,nature,"[3, 3, 3, 3, 2]",2
6588,6786563282.jpg,people,"[3, 3, 3, 3, 3]",2
6589,5661452089.jpg,animals,"[4, 3, 3, 3, 4, 4]",3
6590,4802810923.jpg,people,"[2, 3, 3, 2, 3]",2
6591,5892108084.jpg,nature,"[3, 3, 4, 4, 3]",2
6592,113161098.jpg,animals,"[4, 3, 4, 3, 4, 3, 4, 4, 4, 4]",3
6593,3073655290.jpg,animals,"[3, 3, 3, 2, 3]",2
6594,4068875632.jpg,urban,"[3, 3, 3, 3, 5]",2
6595,3285349556.jpg,people,"[2, 3, 3, 2, 2]",1
6596,4132416000.jpg,urban,"[2, 2, 3, 3, 2]",1
6597,8209507932.jpg,people,"[5, 4, 4, 3, 3]",3
6598,6567795541.jpg,nature,"[3, 3, 2, 3, 3]",2
6599,3790414134.jpg,animals,"[3, 3, 3, 3, 3, 4]",2
6600,8186306542.jpg,urban,"[4, 5, 4, 3, 4]",3
6601,7814850708.jpg,animals,"[4, 4, 4, 4, 4, 3]",3
6602,3185734228.jpg,nature,"[4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 5, 4, 4]",3
6603,7392613564.jpg,nature,"[3, 2, 3, 3, 4]",2
6604,3265219659.jpg,people,"[4, 2, 4, 3, 4, 4, 4, 3, 4, 3, 3]",2
6605,578290456.jpg,animals,"[3, 4, 3, 3, 3, 4, 3]",2
6606,3215317191.jpg,animals,"[4, 4, 4, 4, 3, 4, 3, 4, 3, 4, 4]",3
6607,4270807296.jpg,animals,"[4, 4, 5, 5, 3]",3
6608,213930656.jpg,animals,"[4, 3, 4, 3, 3]",2
6609,570027804.jpg,nature,"[4, 3, 3, 3, 4, 3]",2
6610,4723432610.jpg,animals,"[3, 4, 3, 4, 3]",2
6611,4258222118.jpg,people,"[4, 2, 3, 3, 3]",2
6612,5566730357.jpg,nature,"[3, 2, 2, 2, 2]",1
6613,7805118220.jpg,nature,"[3, 3, 3, 3, 3]",2
6614,6170098059.jpg,nature,"[4, 4, 4, 4, 3]",3
6615,8103027032.jpg,nature,"[3, 3, 3, 3, 3]",2
6616,3223198876.jpg,urban,"[3, 3, 3, 3, 3, 3]",2
6617,2795618617.jpg,animals,"[3, 4, 3, 3, 3]",2
6618,6324847913.jpg,people,"[3, 2, 2, 3, 4]",2
6619,4290559242.jpg,urban,"[3, 3, 3, 3, 3]",2
6620,7331419728.jpg,nature,"[3, 4, 4, 4, 5]",3
6621,6344203210.jpg,urban,"[3, 3, 2, 4, 3]",2
6622,4241584518.jpg,nature,"[3, 3, 3, 4, 3]",2
6623,6764492973.jpg,people,"[4, 4, 5, 3, 3]",3
6624,3426591938.jpg,people,"[3, 3, 4, 3, 3]",2
6625,444976647.jpg,nature,"[3, 3, 3, 3, 4, 3, 4, 4, 3, 3]",2
6626,256190513.jpg,nature,"[3, 3, 2, 2, 3]",2
6627,2644323933.jpg,people,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6628,8195995296.jpg,people,"[3, 3, 3, 3, 4]",2
6629,4098253267.jpg,urban,"[4, 4, 3, 2, 4]",2
6630,6075019430.jpg,nature,"[5, 5, 4, 4, 4, 4, 3, 4, 4, 4]",3
6631,2181482175.jpg,animals,"[2, 3, 3, 3, 3, 2]",2
6632,6948972165.jpg,people,"[4, 4, 4, 3, 4]",3
6633,5510169434.jpg,nature,"[3, 4, 4, 3, 3]",2
6634,2184248930.jpg,animals,"[5, 3, 4, 3, 3, 4, 4, 3, 3]",3
6635,5603648194.jpg,urban,"[3, 3, 3, 3, 3]",2
6636,8413565217.jpg,people,"[5, 4, 5, 5, 4, 5, 5, 5, 4, 5]",4
6637,7025706685.jpg,nature,"[4, 1, 3, 4, 5, 3, 3, 4, 4, 4]",3
6638,6208945552.jpg,people,"[4, 4, 4, 3, 3]",3
6639,2184105501.jpg,urban,"[3, 5, 4, 3, 3]",3
6640,8053691166.jpg,nature,"[4, 4, 4, 3, 4, 3, 3, 4, 3, 3, 4, 5, 3, 4, 3]",3
6641,5454480326.jpg,people,"[3, 3, 3, 3, 2]",2
6642,6538438105.jpg,people,"[3, 3, 3, 3, 3]",2
6643,251816215.jpg,animals,"[3, 2, 3, 4, 3, 3, 3]",2
6644,5386382887.jpg,urban,"[3, 3, 3, 3, 3]",2
6645,417960703.jpg,urban,"[4, 3, 3, 5, 4]",3
6646,8252155978.jpg,people,"[2, 2, 3, 3, 3]",2
6647,6792764906.jpg,nature,"[4, 4, 5, 4, 4, 4, 5, 5, 5, 5]",3
6648,3071445612.jpg,urban,"[3, 3, 3, 3, 3]",2
6649,4126572313.jpg,nature,"[3, 3, 3, 3, 3]",2
6650,7120931649.jpg,animals,"[4, 4, 3, 4, 4]",3
6651,8382626390.jpg,nature,"[3, 3, 3, 3, 3]",2
6652,1732650247.jpg,urban,"[4, 4, 3, 3, 4]",3
6653,2472356896.jpg,animals,"[4, 4, 4, 4, 4, 4, 4, 3, 5, 4, 4]",3
6654,4966081169.jpg,animals,"[4, 4, 4, 4, 4, 3]",3
6655,4581119928.jpg,animals,"[3, 4, 3, 3, 5]",3
6656,3011987508.jpg,animals,"[3, 3, 4, 5, 4]",3
6657,4859184713.jpg,urban,"[4, 3, 5, 3, 3]",3
6658,7626128340.jpg,people,"[4, 3, 3, 5, 3]",3
6659,3398011101.jpg,nature,"[3, 3, 3, 3, 5]",2
6660,2870444368.jpg,urban,"[4, 2, 3, 3, 2]",2
6661,92395757.jpg,animals,"[3, 5, 4, 4, 4, 4, 5]",3
6662,7748644502.jpg,animals,"[3, 4, 3, 4, 4, 4, 4]",3
6663,5812845820.jpg,urban,"[4, 5, 4, 4, 4]",3
6664,201372075.jpg,nature,"[4, 3, 4, 3, 4]",3
6665,201672966.jpg,nature,"[4, 3, 4, 3, 5]",3
6666,3019527321.jpg,animals,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6667,6831158213.jpg,nature,"[3, 4, 4, 3, 4]",3
6668,8375372997.jpg,nature,"[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]",2
6669,698695946.jpg,animals,"[4, 5, 2, 3, 3, 3, 3, 3, 3, 4]",2
6670,4949310115.jpg,nature,"[3, 3, 4, 3, 2]",2
6671,1173808131.jpg,nature,"[3, 3, 3, 3, 3]",2
6672,2789917931.jpg,urban,"[2, 2, 3, 2, 2]",1
6673,5857341019.jpg,people,"[3, 3, 3, 3, 3]",2
6674,8450340950.jpg,nature,"[3, 3, 3, 2, 2, 3, 3, 2, 4, 5]",2
6675,6020479795.jpg,animals,"[3, 5, 4, 5, 4, 5, 5]",3
6676,4611712580.jpg,nature,"[3, 3, 3, 3, 4, 3, 4, 5, 3, 4, 4, 3]",3
6677,5818656721.jpg,people,"[3, 3, 3, 3, 3]",2
6678,390628707.jpg,animals,"[3, 4, 4, 4, 4, 4, 4, 3, 4, 4]",3
6679,7483232834.jpg,people,"[3, 3, 3, 3, 3]",2
6680,8407176545.jpg,nature,"[3, 3, 3, 4, 3]",2
6681,273579455.jpg,people,"[3, 2, 4, 3, 3]",2
6682,2257278687.jpg,nature,"[3, 3, 4, 4, 2]",2
6683,4710413781.jpg,nature,"[3, 3, 3, 3, 3]",2
6684,6273329382.jpg,urban,"[3, 3, 4, 4, 3]",2
6685,8416737165.jpg,urban,"[3, 5, 4, 4, 5]",3
6686,6246478582.jpg,people,"[3, 2, 3, 3, 3]",2
6687,5656463631.jpg,nature,"[3, 3, 3, 2, 2]",2
6688,6249797618.jpg,people,"[4, 3, 4, 3, 4, 3, 5, 4, 5, 3]",3
6689,6117943342.jpg,nature,"[2, 4, 2, 4, 2]",2
6690,3767343857.jpg,nature,"[3, 4, 3, 3, 4]",2
6691,6122259804.jpg,people,"[4, 3, 5, 4, 4, 3, 3, 4, 5, 4]",3
6692,3505451064.jpg,animals,"[3, 4, 4, 5, 4]",3
6693,753306221.jpg,urban,"[3, 3, 2, 3, 3, 3, 3, 4, 3, 3]",2
6694,7935584668.jpg,urban,"[3, 3, 3, 4, 4]",2
6695,2512234883.jpg,animals,"[3, 3, 3, 3, 3]",2
6696,4465380932.jpg,animals,"[4, 4, 4, 4, 3, 4, 4, 4, 4, 3]",3
6697,8506963318.jpg,people,"[2, 3, 3, 2, 3]",2
6698,7411817068.jpg,urban,"[3, 3, 4, 3, 3, 3]",2
6699,5566770234.jpg,nature,"[3, 2, 3, 3, 3]",2
6700,5023256146.jpg,animals,"[3, 3, 4, 3, 3]",2
6701,7873710280.jpg,nature,"[4, 4, 4, 4, 4]",3
6702,11746452.jpg,nature,"[3, 4, 4, 4, 3]",3
6703,5585893385.jpg,urban,"[3, 4, 3, 4, 3, 3]",2
6704,8082747408.jpg,animals,"[2, 4, 4, 3, 4]",2
6705,8154193407.jpg,urban,"[2, 2, 2, 2, 2, 5]",1
6706,4307440321.jpg,urban,"[2, 2, 2, 3, 3]",1
6707,6391698337.jpg,urban,"[3, 3, 2, 3, 3]",2
6708,381480745.jpg,animals,"[1, 3, 4, 3, 2]",2
6709,1786608880.jpg,urban,"[3, 4, 3, 3, 4]",2
6710,5523252090.jpg,people,"[3, 3, 3, 4, 4]",2
6711,6001086503.jpg,urban,"[3, 3, 3, 3, 3]",2
6712,5209371777.jpg,nature,"[3, 3, 4, 3, 5]",3
6713,55895848.jpg,nature,"[4, 4, 4, 3, 4]",3
6714,7388494396.jpg,nature,"[4, 4, 4, 3, 3]",3
6715,8375558890.jpg,nature,"[4, 4, 3, 4, 3]",3
6716,168433479.jpg,nature,"[2, 2, 2, 2, 2]",1
6717,3036933843.jpg,nature,"[3, 5, 2, 3, 3]",2
6718,5093080420.jpg,animals,"[4, 4, 4, 5, 4]",3
6719,2293652812.jpg,animals,"[3, 4, 4, 4, 4]",3
6720,2342012661.jpg,people,"[4, 2, 4, 3, 5, 2, 3, 2, 3, 3]",2
6721,107930750.jpg,animals,"[4, 4, 4, 4, 4]",3
6722,2855999959.jpg,people,"[3, 3, 3, 3, 3]",2
6723,7062707089.jpg,people,"[4, 3, 4, 3, 3]",2
6724,8417795477.jpg,urban,"[3, 4, 4, 4, 4]",3
6725,153450671.jpg,nature,"[3, 3, 3, 3, 3]",2
6726,7803396016.jpg,animals,"[3, 2, 3, 3, 2]",2
6727,7216247934.jpg,people,"[4, 4, 3, 4, 4]",3
6728,290358966.jpg,animals,"[3, 3, 4, 3, 3, 3]",2
6729,2132438847.jpg,nature,"[2, 3, 2, 4, 4]",2
6730,6202246393.jpg,urban,"[3, 3, 3, 4, 3, 4]",2
6731,1005698241.jpg,nature,"[3, 4, 4, 4, 4]",3
6732,6194539564.jpg,nature,"[4, 3, 4, 5, 4]",3
6733,5811700455.jpg,people,"[4, 4, 4, 4, 5]",3
6734,4228927447.jpg,nature,"[3, 3, 3, 4, 3]",2
6735,4034335722.jpg,nature,"[3, 3, 3, 3, 3]",2
6736,6598138949.jpg,nature,"[3, 3, 3, 3, 3]",2
6737,56771788.jpg,animals,"[4, 2, 3, 2, 3]",2
6738,2209611836.jpg,nature,"[3, 3, 3, 2, 3]",2
6739,8209037453.jpg,people,"[3, 3, 3, 3, 3]",2
6740,165132469.jpg,nature,"[3, 3, 3, 3, 3]",2
6741,8466403596.jpg,nature,"[3, 3, 3, 3, 3]",2
6742,2255790570.jpg,urban,"[3, 4, 4, 4, 4]",3
6743,6435787195.jpg,urban,"[4, 3, 3, 3, 3, 4]",2
6744,5742791429.jpg,animals,"[3, 3, 3, 3, 3]",2
6745,8386733561.jpg,nature,"[3, 4, 4, 4, 3]",3
6746,6428504119.jpg,people,"[3, 3, 2, 3, 2]",2
6747,3734254783.jpg,nature,"[2, 3, 2, 2, 2, 3, 3, 3, 3, 3]",2
6748,5890685410.jpg,people,"[4, 4, 3, 3, 3]",2
6749,3972999644.jpg,nature,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",2
6750,6982646319.jpg,people,"[3, 3, 4, 3, 3]",2
6751,6253698023.jpg,animals,"[4, 4, 4, 5, 4]",3
6752,8379224970.jpg,nature,"[4, 5, 4, 4, 4]",3
6753,5419333110.jpg,urban,"[4, 4, 4, 4, 5]",3
6754,2214488537.jpg,urban,"[4, 3, 3, 3, 4]",2
6755,3043991161.jpg,animals,"[3, 2, 4, 2, 2]",2
6756,7592204830.jpg,nature,"[3, 3, 2, 3, 2]",2
6757,6317704400.jpg,urban,"[4, 3, 3, 3, 3]",2
6758,3446463399.jpg,nature,"[4, 4, 5, 4, 4]",3
6759,3552686082.jpg,urban,"[4, 4, 3, 4, 4]",3
6760,125035998.jpg,nature,"[2, 2, 2, 2, 3]",1
6761,519773454.jpg,nature,"[3, 4, 5, 3, 4]",3
6762,6301174979.jpg,nature,"[4, 5, 3, 3, 5, 4, 3, 3, 4, 3, 4, 3, 4, 4, 4]",3
6763,5893966899.jpg,animals,"[3, 4, 3, 4, 3]",2
6764,3313167875.jpg,urban,"[3, 3, 3, 3, 5]",2
6765,4733823624.jpg,animals,"[4, 3, 4, 4, 3]",3
6766,8088256882.jpg,animals,"[5, 5, 4, 4, 3]",3
6767,5176849681.jpg,nature,"[3, 3, 3, 4, 5]",3
6768,6154899468.jpg,people,"[4, 3, 4, 4, 4]",3
6769,2641474787.jpg,animals,"[3, 4, 3, 4, 4]",3
6770,6727349015.jpg,nature,"[4, 5, 1, 3, 5]",3
6771,7040277555.jpg,nature,"[3, 4, 4, 3, 3, 4, 3, 4, 5, 3]",3
6772,2315350952.jpg,animals,"[3, 2, 2, 3, 3]",2
6773,6246933836.jpg,animals,"[5, 4, 5, 5, 4]",4
6774,5171650196.jpg,nature,"[3, 3, 3, 4, 3]",2
6775,7173025592.jpg,animals,"[3, 2, 2, 2, 2]",1
6776,115851356.jpg,animals,"[3, 3, 4, 3, 3, 3, 3, 3, 3, 3]",2
6777,1348969426.jpg,urban,"[3, 3, 3, 3, 3]",2
6778,6209377776.jpg,animals,"[3, 4, 3, 3, 3]",2
6779,7339440432.jpg,nature,"[3, 4, 3, 3, 3, 4, 3, 3, 3, 3]",2
6780,3844118627.jpg,nature,"[3, 3, 3, 3, 3, 3, 4, 4, 4, 4]",2
6781,1340092056.jpg,nature,"[3, 4, 3, 3, 3]",2
6782,4832157637.jpg,animals,"[4, 3, 3, 3, 2, 3, 4, 3, 3, 3]",2
6783,6030742938.jpg,nature,"[4, 3, 4, 4, 4]",3
6784,4032737428.jpg,nature,"[3, 3, 3, 3, 3]",2
